Date,Heure,Nbre_acariens_Suivis,Montee_Astigmates,Montee_Nymphes,Montee_Adultes,Descente_Astigmates,Descente_Nymphes,Descente_Adultes
2021-03-24,05:49:32,18,4101,13,0,3809,2,0
2021-03-24,05:49:39,17,4109,13,0,3809,2,0
2021-03-24,05:49:45,8,4117,13,0,3820,2,0
2021-03-24,05:49:52,9,4123,13,0,3823,2,0
2021-03-24,05:49:59,9,4140,13,0,3831,2,0
2021-03-24,05:50:05,12,4154,13,0,3837,2,0
2021-03-24,05:50:12,12,4162,13,0,3844,2,0
2021-03-24,05:50:19,10,4173,13,0,3852,2,0
2021-03-24,05:50:25,5,4180,13,0,3861,2,0
2021-03-24,05:50:32,6,4187,13,0,3870,2,0
2021-03-24,05:50:38,8,4193,13,0,3881,2,0
2021-03-24,05:50:45,9,4199,13,0,3884,2,0
2021-03-24,05:50:52,12,4205,13,0,3893,2,0
2021-03-24,05:50:58,12,4214,13,0,3899,2,0
2021-03-24,05:51:05,7,4223,13,0,3904,2,0
2021-03-24,05:51:11,13,4228,13,0,3910,2,0
2021-03-24,05:51:18,7,4236,13,0,3919,2,0
2021-03-24,05:51:24,6,4242,13,0,3921,2,0
2021-03-24,05:51:30,5,4254,13,0,3928,2,0
2021-03-24,05:51:37,6,4256,13,0,3932,2,0
2021-03-24,05:51:44,11,4264,13,0,3940,2,0
2021-03-24,05:51:51,15,4273,13,0,3945,2,0
2021-03-24,05:51:58,8,4278,13,0,3949,2,0
2021-03-24,05:52:04,11,4284,13,0,3956,2,0
2021-03-24,05:52:11,21,4290,13,0,3963,2,0
2021-03-24,05:52:22,11,4302,13,0,3978,2,0
2021-03-24,05:52:29,11,4311,14,0,3981,2,0
2021-03-24,05:52:35,13,4318,14,0,3987,2,0
2021-03-24,05:52:42,8,4323,14,0,3997,2,0
2021-03-24,05:52:49,7,4330,14,0,4003,2,0
2021-03-24,05:52:55,10,4332,14,0,4007,2,0
2021-03-24,05:53:02,9,4339,14,0,4017,2,0
2021-03-24,05:53:08,6,4347,14,0,4022,2,0
2021-03-24,05:53:15,8,4354,14,0,4030,2,0
2021-03-24,05:53:21,9,4364,14,0,4035,2,0
2021-03-24,05:53:28,9,4370,14,0,4044,2,0
2021-03-24,05:53:34,12,4380,14,0,4048,2,0
2021-03-24,05:53:41,13,4386,14,0,4054,2,0
2021-03-24,05:53:48,14,4391,14,0,4056,2,0
2021-03-24,05:53:55,14,4401,14,0,4066,2,0
2021-03-24,05:54:01,9,4415,14,0,4075,2,0
2021-03-24,05:54:08,12,4420,14,0,4084,2,0
2021-03-24,05:54:15,14,4426,14,0,4097,2,0
2021-03-24,05:54:21,16,4435,14,0,4103,2,0
2021-03-24,05:54:28,8,4439,14,0,4110,2,0
2021-03-24,05:54:35,7,4450,14,0,4113,2,0
2021-03-24,05:54:41,13,4456,14,0,4118,2,0
2021-03-24,05:54:48,3,4461,14,0,4124,2,0
2021-03-24,05:54:55,6,4467,14,0,4132,2,0
2021-03-24,05:55:01,8,4477,14,0,4141,2,0
2021-03-24,05:55:08,13,4484,14,0,4147,2,0
2021-03-24,05:55:15,9,4491,14,0,4157,2,0
2021-03-24,05:55:21,9,4502,14,0,4164,2,0
2021-03-24,05:55:28,12,4512,15,0,4169,2,0
2021-03-24,05:55:35,8,4521,15,0,4180,2,0
2021-03-24,05:55:41,13,4528,15,0,4187,2,0
2021-03-24,05:55:48,10,4534,15,0,4194,3,0
2021-03-24,05:55:55,16,4544,15,0,4205,3,0
2021-03-24,05:56:01,10,4553,15,0,4216,3,0
2021-03-24,05:56:08,18,4568,15,0,4220,3,0
2021-03-24,05:56:14,13,4580,15,0,4222,3,0
2021-03-24,05:56:21,8,4592,15,0,4231,3,0
2021-03-24,05:56:28,14,4605,15,0,4241,3,0
2021-03-24,05:56:35,10,4616,15,0,4250,3,0
2021-03-24,05:56:41,10,4627,15,0,4259,3,0
2021-03-24,05:56:48,12,4633,15,0,4267,3,0
2021-03-24,05:56:55,4,4642,15,0,4277,3,0
2021-03-24,05:57:02,14,4652,15,0,4284,3,0
2021-03-24,05:57:09,12,4657,15,0,4293,3,0
2021-03-24,05:57:15,13,4666,15,0,4303,3,0
2021-03-24,05:57:22,11,4674,15,0,4306,3,0
2021-03-24,05:57:29,9,4682,15,0,4315,3,0
2021-03-24,05:57:35,8,4689,15,0,4323,3,0
2021-03-24,05:57:42,17,4700,15,0,4329,4,0
2021-03-24,05:57:49,11,4709,15,0,4337,4,0
2021-03-24,05:57:55,7,4716,15,0,4342,4,0
2021-03-24,05:58:02,13,4724,15,0,4349,4,0
2021-03-24,05:58:09,22,4732,15,0,4353,4,0
2021-03-24,05:58:16,10,4743,15,0,4358,4,0
2021-03-24,05:58:22,11,4748,15,0,4367,4,0
2021-03-24,05:58:29,6,4755,15,0,4374,4,0
2021-03-24,05:58:36,10,4759,15,0,4379,4,0
2021-03-24,05:58:42,16,4767,15,0,4384,4,0
2021-03-24,05:58:49,10,4782,15,0,4390,4,0
2021-03-24,05:58:56,15,4792,15,0,4400,4,0
2021-03-24,05:59:03,7,4797,15,0,4408,4,0
2021-03-24,05:59:09,12,4806,15,0,4417,4,0
2021-03-24,05:59:16,15,4813,15,0,4423,4,0
2021-03-24,05:59:23,14,4822,15,0,4432,4,0
2021-03-24,05:59:29,11,4831,15,0,4440,4,0
2021-03-24,05:59:36,15,4838,15,0,4452,4,0
2021-03-24,05:59:43,19,4847,15,0,4459,4,0
2021-03-24,05:59:50,11,4859,15,0,4474,4,0
2021-03-24,05:59:57,16,4874,15,0,4480,5,0
2021-03-24,06:00:04,9,4878,15,0,4494,5,0
2021-03-24,06:00:10,13,4887,15,0,4500,5,0
2021-03-24,06:00:17,12,4897,15,0,4505,5,0
2021-03-24,06:00:24,14,4911,15,0,4512,5,0
2021-03-24,06:00:31,9,4916,15,0,4526,5,0
2021-03-24,06:00:38,13,4925,15,0,4531,5,0
2021-03-24,06:00:45,7,4936,15,0,4541,5,0
2021-03-24,06:00:52,13,4948,15,0,4549,5,0
2021-03-24,06:01:00,11,4958,15,0,4560,5,0
2021-03-24,06:01:07,13,4968,15,0,4570,5,0
2021-03-24,06:01:14,19,4974,15,0,4579,5,0
2021-03-24,06:01:21,13,4988,15,0,4590,5,0
2021-03-24,06:01:28,14,4997,15,0,4601,5,0
2021-03-24,06:01:35,6,5003,15,0,4613,5,0
2021-03-24,06:01:42,12,5009,15,0,4617,5,0
2021-03-24,06:01:48,8,5018,15,0,4624,5,0
2021-03-24,06:01:55,10,5029,15,0,4630,5,0
2021-03-24,06:02:02,9,5043,15,0,4638,5,0
2021-03-24,06:02:16,7,5060,15,0,4654,5,0
2021-03-24,06:02:22,8,5067,15,0,4662,5,0
2021-03-24,06:02:29,10,5082,15,0,4667,5,0
2021-03-24,06:02:36,18,5092,15,0,4677,5,0
2021-03-24,06:02:43,12,5101,15,0,4682,5,0
2021-03-24,06:02:50,8,5108,15,0,4689,5,0
2021-03-24,06:02:57,13,5117,15,0,4698,5,0
2021-03-24,06:03:04,11,5130,15,0,4704,5,0
2021-03-24,06:03:11,8,5140,15,0,4712,5,0
2021-03-24,06:03:18,8,5155,15,0,4717,5,0
2021-03-24,06:03:25,14,5169,16,0,4727,5,0
2021-03-24,06:03:33,18,5181,16,0,4734,5,0
2021-03-24,06:03:40,14,5189,16,0,4743,5,0
2021-03-24,06:03:46,5,5195,16,0,4754,5,0
2021-03-24,06:03:53,12,5206,16,0,4758,5,0
2021-03-24,06:04:01,12,5212,16,0,4768,5,0
2021-03-24,06:04:08,8,5224,16,0,4779,5,0
2021-03-24,06:04:15,12,5236,16,0,4786,5,0
2021-03-24,06:04:22,13,5242,16,0,4796,5,0
2021-03-24,06:04:29,13,5255,16,0,4801,5,0
2021-03-24,06:04:36,9,5263,16,0,4813,5,0
2021-03-24,06:04:43,9,5273,16,0,4817,5,0
2021-03-24,06:04:50,7,5279,16,0,4825,5,0
2021-03-24,06:04:57,5,5286,16,0,4832,5,0
2021-03-24,06:05:04,8,5295,16,0,4838,5,0
2021-03-24,06:05:11,11,5304,16,0,4841,5,0
2021-03-24,06:05:18,7,5314,16,0,4848,5,0
2021-03-24,06:05:25,11,5322,16,0,4854,5,0
2021-03-24,06:05:32,18,5332,16,0,4861,5,0
2021-03-24,06:05:39,8,5340,16,0,4871,5,0
2021-03-24,06:05:46,14,5341,16,0,4878,5,0
2021-03-24,06:05:53,13,5350,16,0,4888,5,0
2021-03-24,06:06:00,14,5363,16,0,4895,5,0
2021-03-24,06:06:07,16,5373,16,0,4904,5,0
2021-03-24,06:06:14,11,5380,16,0,4914,5,0
2021-03-24,06:06:21,6,5390,16,0,4916,5,0
2021-03-24,06:06:28,11,5404,16,0,4921,5,0
2021-03-24,06:06:35,5,5407,16,0,4930,5,0
2021-03-24,06:06:42,8,5416,16,0,4933,5,0
2021-03-24,06:06:50,15,5428,16,0,4940,5,0
2021-03-24,06:06:57,4,5435,16,0,4948,5,0
2021-03-24,06:07:04,7,5442,16,0,4956,5,0
2021-03-24,06:07:11,11,5451,17,0,4968,5,0
2021-03-24,06:07:19,21,5462,17,0,4980,5,0
2021-03-24,06:07:26,18,5474,17,0,4988,5,0
2021-03-24,06:07:33,16,5484,17,0,4999,5,0
2021-03-24,06:07:40,13,5492,17,0,5010,5,0
2021-03-24,06:07:48,17,5501,17,0,5024,5,0
2021-03-24,06:07:55,13,5513,17,0,5031,5,0
2021-03-24,06:08:02,10,5522,17,0,5036,5,0
2021-03-24,06:08:09,12,5534,17,0,5041,5,0
2021-03-24,06:08:16,9,5540,17,0,5051,5,0
2021-03-24,06:08:22,11,5545,17,0,5053,5,0
2021-03-24,06:08:29,8,5548,17,0,5056,5,0
2021-03-24,06:08:36,7,5558,17,0,5065,5,0
2021-03-24,06:08:43,8,5570,17,0,5069,5,0
2021-03-24,06:08:50,7,5581,17,0,5074,5,0
2021-03-24,06:08:58,6,5592,17,0,5079,5,0
2021-03-24,06:09:05,18,5596,17,0,5085,6,0
2021-03-24,06:09:12,8,5609,17,0,5092,6,0
2021-03-24,06:09:19,9,5624,17,0,5106,6,0
2021-03-24,06:09:26,13,5630,17,0,5113,6,0
2021-03-24,06:09:33,7,5639,17,0,5122,6,0
2021-03-24,06:09:40,8,5651,17,0,5128,6,0
2021-03-24,06:09:47,10,5656,17,0,5136,7,0
2021-03-24,06:09:54,4,5664,17,0,5139,7,0
2021-03-24,06:10:01,11,5671,17,0,5146,7,0
2021-03-24,06:10:08,15,5679,17,0,5156,7,0
2021-03-24,06:10:15,4,5687,17,0,5161,8,0
2021-03-24,06:10:22,9,5692,17,0,5165,8,0
2021-03-24,06:10:29,9,5697,17,0,5175,8,0
2021-03-24,06:10:36,7,5708,17,0,5180,8,0
2021-03-24,06:10:43,6,5713,17,0,5188,8,0
2021-03-24,06:10:50,9,5727,17,0,5193,8,0
2021-03-24,06:10:57,15,5737,17,0,5201,8,0
2021-03-24,06:11:04,8,5745,17,0,5208,8,0
2021-03-24,06:11:11,16,5756,17,0,5214,8,0
2021-03-24,06:11:18,9,5764,17,0,5221,8,0
2021-03-24,06:11:25,5,5771,17,0,5225,8,0
2021-03-24,06:11:32,6,5776,17,0,5229,8,0
2021-03-24,06:11:39,7,5782,17,0,5233,8,0
2021-03-24,06:11:46,8,5789,17,0,5241,8,0
2021-03-24,06:11:53,7,5797,17,0,5248,8,0
2021-03-24,06:12:00,7,5802,17,0,5254,8,0
2021-03-24,06:12:07,14,5812,17,0,5261,8,0
2021-03-24,06:12:14,10,5821,17,0,5274,8,0
2021-03-24,06:12:21,10,5830,17,0,5282,8,0
2021-03-24,06:12:31,9,5841,17,0,5291,8,0
2021-03-24,06:12:38,10,5849,17,0,5299,8,0
2021-03-24,06:12:45,7,5854,17,0,5304,8,0
2021-03-24,06:12:52,11,5866,17,0,5309,8,0
2021-03-24,06:12:59,12,5871,17,0,5318,8,0
2021-03-24,06:13:06,10,5878,17,0,5322,8,0
2021-03-24,06:13:13,11,5887,17,0,5331,8,0
2021-03-24,06:13:20,10,5904,17,0,5340,8,0
2021-03-24,06:13:27,11,5908,17,0,5351,8,0
2021-03-24,06:13:34,9,5914,17,0,5355,8,0
2021-03-24,06:13:41,9,5919,17,0,5365,8,0
2021-03-24,06:13:48,9,5926,17,0,5371,8,0
2021-03-24,06:13:55,9,5937,17,0,5378,8,0
2021-03-24,06:14:02,7,5941,17,0,5383,8,0
2021-03-24,06:14:09,7,5949,17,0,5392,8,0
2021-03-24,06:14:16,7,5957,17,0,5397,8,0
2021-03-24,06:14:23,5,5966,17,0,5406,8,0
2021-03-24,06:14:30,11,5974,17,0,5412,8,0
2021-03-24,06:14:37,7,5982,17,0,5419,8,0
2021-03-24,06:14:44,9,5990,17,0,5429,8,0
2021-03-24,06:14:51,4,5995,17,0,5438,8,0
2021-03-24,06:14:59,16,6002,17,0,5447,8,0
2021-03-24,06:15:06,12,6009,17,0,5451,8,0
2021-03-24,06:15:13,7,6023,17,0,5461,8,0
2021-03-24,06:15:20,13,6027,17,0,5470,8,0
2021-03-24,06:15:27,8,6030,17,0,5478,8,0
2021-03-24,06:15:34,8,6041,17,0,5488,8,0
2021-03-24,06:15:41,8,6050,17,0,5492,8,0
2021-03-24,06:15:49,9,6057,17,0,5497,8,0
2021-03-24,06:15:56,13,6062,17,0,5505,8,0
2021-03-24,06:16:03,22,6079,17,0,5510,8,0
2021-03-24,06:16:11,7,6086,17,0,5522,8,0
2021-03-24,06:16:18,7,6093,17,0,5526,8,0
2021-03-24,06:16:25,12,6102,17,0,5531,8,0
2021-03-24,06:16:32,9,6111,17,0,5541,8,0
2021-03-24,06:16:39,14,6122,17,0,5551,8,0
2021-03-24,06:16:46,11,6134,17,0,5555,8,0
2021-03-24,06:16:53,13,6139,17,0,5562,8,0
2021-03-24,06:17:01,13,6149,17,0,5573,8,0
2021-03-24,06:17:08,10,6158,17,0,5579,8,0
2021-03-24,06:17:16,6,6167,17,0,5591,8,0
2021-03-24,06:17:23,5,6175,17,0,5596,8,0
2021-03-24,06:17:30,13,6180,17,0,5609,8,0
2021-03-24,06:17:39,18,6186,17,0,5619,8,0
2021-03-24,06:17:46,10,6200,17,0,5629,8,0
2021-03-24,06:17:54,14,6211,17,0,5636,8,0
2021-03-24,06:18:01,12,6219,17,0,5642,8,0
2021-03-24,06:18:08,9,6229,17,0,5645,8,0
2021-03-24,06:18:15,7,6238,17,0,5651,8,0
2021-03-24,06:18:23,14,6249,17,0,5654,8,0
2021-03-24,06:18:30,12,6256,17,0,5663,8,0
2021-03-24,06:18:37,14,6265,17,0,5674,8,0
2021-03-24,06:18:44,11,6277,17,0,5680,8,0
2021-03-24,06:18:52,6,6285,17,0,5690,8,0
2021-03-24,06:18:59,12,6291,17,0,5698,8,0
2021-03-24,06:19:06,17,6302,17,0,5702,8,0
2021-03-24,06:19:14,11,6313,17,0,5712,8,0
2021-03-24,06:19:21,11,6321,17,0,5716,8,0
2021-03-24,06:19:28,7,6336,17,0,5723,8,0
2021-03-24,06:19:35,11,6346,17,0,5732,8,0
2021-03-24,06:19:43,8,6357,17,0,5742,8,0
2021-03-24,06:19:50,5,6362,17,0,5750,8,0
2021-03-24,06:19:57,4,6373,17,0,5761,8,0
2021-03-24,06:20:05,6,6381,17,0,5768,8,0
2021-03-24,06:20:12,6,6396,17,0,5778,8,0
2021-03-24,06:20:19,9,6408,17,0,5784,8,0
2021-03-24,06:20:28,7,6419,17,0,5788,8,0
2021-03-24,06:20:35,11,6420,17,0,5794,8,0
2021-03-24,06:20:42,10,6437,17,0,5801,8,0
2021-03-24,06:20:50,9,6446,17,0,5812,8,0
2021-03-24,06:20:57,12,6454,17,0,5819,8,0
2021-03-24,06:21:04,5,6462,17,0,5830,8,0
2021-03-24,06:21:12,7,6471,17,0,5839,8,0
2021-03-24,06:21:19,4,6479,17,0,5846,8,0
2021-03-24,06:21:26,4,6489,17,0,5853,8,0
2021-03-24,06:21:34,15,6496,17,0,5860,8,0
2021-03-24,06:21:41,11,6510,17,0,5868,8,0
2021-03-24,06:21:48,5,6515,17,0,5877,8,0
2021-03-24,06:21:56,3,6519,17,0,5887,8,0
2021-03-24,06:22:03,8,6526,17,0,5890,8,0
2021-03-24,06:22:11,12,6533,17,0,5898,8,0
2021-03-24,06:22:18,9,6544,17,0,5906,8,0
2021-03-24,06:22:25,10,6553,17,0,5916,8,0
2021-03-24,06:22:32,13,6561,17,0,5922,8,0
2021-03-24,06:22:40,7,6571,17,0,5933,8,0
2021-03-24,06:22:47,7,6581,17,0,5942,8,0
2021-03-24,06:22:55,12,6587,17,0,5951,8,0
2021-03-24,06:23:02,9,6593,17,0,5961,9,0
2021-03-24,06:23:10,10,6602,17,0,5967,9,0
2021-03-24,06:23:17,6,6609,17,0,5972,9,0
2021-03-24,06:23:25,8,6617,17,0,5983,9,0
2021-03-24,06:23:32,9,6622,17,0,5990,9,0
2021-03-24,06:23:39,9,6630,17,0,5999,9,0
2021-03-24,06:23:47,9,6639,17,0,6008,9,0
2021-03-24,06:23:54,11,6650,17,0,6018,9,0
2021-03-24,06:24:02,13,6657,17,0,6023,9,0
2021-03-24,06:24:09,12,6669,17,0,6034,9,0
2021-03-24,06:24:16,12,6675,17,0,6042,9,0
2021-03-24,06:24:24,16,6684,17,0,6052,9,0
2021-03-24,06:24:31,12,6694,17,0,6064,9,0
2021-03-24,06:24:39,4,6706,17,0,6072,9,0
2021-03-24,06:24:46,9,6714,17,0,6077,9,0
2021-03-24,06:24:54,8,6723,17,0,6087,9,0
2021-03-24,06:25:01,9,6731,17,0,6093,9,0
2021-03-24,06:25:08,5,6738,18,0,6102,9,0
2021-03-24,06:25:16,11,6746,18,0,6106,9,0
2021-03-24,06:25:23,8,6753,18,0,6116,9,0
2021-03-24,06:25:30,13,6761,18,0,6123,9,0
2021-03-24,06:25:38,3,6769,18,0,6128,9,0
2021-03-24,06:25:45,7,6773,18,0,6135,9,0
2021-03-24,06:25:54,7,6784,18,0,6139,9,0
2021-03-24,06:26:01,11,6788,18,0,6146,9,0
2021-03-24,06:26:09,5,6798,18,0,6153,9,0
2021-03-24,06:26:16,10,6803,18,0,6158,9,0
2021-03-24,06:26:23,13,6812,18,0,6164,9,0
2021-03-24,06:26:31,9,6828,18,0,6170,9,0
2021-03-24,06:26:38,12,6836,18,0,6179,10,0
2021-03-24,06:26:45,8,6842,18,0,6184,10,0
2021-03-24,06:26:53,4,6849,18,0,6192,10,0
2021-03-24,06:27:00,7,6858,18,0,6198,10,0
2021-03-24,06:27:07,9,6865,18,0,6204,10,0
2021-03-24,06:27:15,10,6878,18,0,6211,10,0
2021-03-24,06:27:23,22,6886,18,0,6216,10,0
2021-03-24,06:27:30,10,6893,18,0,6227,10,0
2021-03-24,06:27:37,11,6903,18,0,6232,10,0
2021-03-24,06:27:45,10,6909,18,0,6243,10,0
2021-03-24,06:27:52,10,6918,18,0,6253,10,0
2021-03-24,06:28:00,8,6921,18,0,6257,10,0
2021-03-24,06:28:07,13,6933,18,0,6267,10,0
2021-03-24,06:28:14,8,6942,18,0,6273,10,0
2021-03-24,06:28:22,10,6947,18,0,6283,10,0
2021-03-24,06:28:30,12,6955,18,0,6293,10,0
2021-03-24,06:28:37,8,6959,18,0,6300,10,0
2021-03-24,06:28:44,4,6967,18,0,6308,10,0
2021-03-24,06:28:52,11,6972,18,0,6312,10,0
2021-03-24,06:28:59,8,6980,18,0,6317,10,0
2021-03-24,06:29:07,9,6986,18,0,6325,10,0
2021-03-24,06:29:14,8,7000,18,0,6330,10,0
2021-03-24,06:29:22,7,7009,18,0,6333,10,0
2021-03-24,06:29:29,11,7019,18,0,6338,10,0
2021-03-24,06:29:37,9,7033,18,0,6344,10,0
2021-03-24,06:29:44,12,7040,18,0,6350,10,0
2021-03-24,06:29:52,10,7051,18,0,6358,10,0
2021-03-24,06:29:59,10,7057,18,0,6367,10,0
2021-03-24,06:30:07,13,7068,18,0,6377,10,0
2021-03-24,06:30:14,14,7079,18,0,6386,10,0
2021-03-24,06:30:22,8,7084,19,0,6395,10,0
2021-03-24,06:30:30,17,7086,19,0,6406,10,0
2021-03-24,06:30:37,10,7101,19,0,6413,10,0
2021-03-24,06:30:44,9,7113,19,0,6424,10,0
2021-03-24,06:30:52,12,7123,19,0,6433,10,0
2021-03-24,06:30:59,13,7136,19,0,6440,10,0
2021-03-24,06:31:07,9,7143,19,0,6446,10,0
2021-03-24,06:31:15,9,7150,19,0,6454,10,0
2021-03-24,06:31:22,11,7159,19,0,6462,10,0
2021-03-24,06:31:30,9,7167,19,0,6472,10,0
2021-03-24,06:31:38,13,7176,19,0,6484,10,0
2021-03-24,06:31:45,2,7183,19,0,6492,10,0
2021-03-24,06:31:53,12,7191,19,0,6497,10,0
2021-03-24,06:32:00,12,7201,19,0,6505,10,0
2021-03-24,06:32:08,11,7209,19,0,6513,10,0
2021-03-24,06:32:15,9,7221,19,0,6519,10,0
2021-03-24,06:32:22,8,7227,19,0,6525,10,0
2021-03-24,06:32:30,10,7235,19,0,6530,10,0
2021-03-24,06:32:38,9,7244,19,0,6540,10,0
2021-03-24,06:32:45,8,7253,19,0,6545,10,0
2021-03-24,06:32:53,18,7258,19,0,6552,10,0
2021-03-24,06:33:00,12,7271,19,0,6557,10,0
2021-03-24,06:33:08,6,7279,19,0,6567,11,0
2021-03-24,06:33:16,13,7290,19,0,6570,11,0
2021-03-24,06:33:24,15,7303,20,0,6580,11,0
2021-03-24,06:33:32,8,7309,20,0,6590,12,0
2021-03-24,06:33:39,6,7315,20,0,6602,12,0
2021-03-24,06:33:48,8,7325,20,0,6607,12,0
2021-03-24,06:33:55,12,7333,20,0,6616,12,0
2021-03-24,06:34:03,6,7343,20,0,6622,12,0
2021-03-24,06:34:11,9,7348,20,0,6629,12,0
2021-03-24,06:34:19,12,7356,20,0,6632,12,0
2021-03-24,06:34:26,7,7360,20,0,6642,12,0
2021-03-24,06:34:34,11,7372,20,0,6649,12,0
2021-03-24,06:34:41,10,7378,20,0,6657,12,0
2021-03-24,06:34:49,16,7391,20,0,6661,12,0
2021-03-24,06:34:57,5,7399,20,0,6669,12,0
2021-03-24,06:35:04,11,7411,20,0,6675,12,0
2021-03-24,06:35:12,8,7418,20,0,6684,12,0
2021-03-24,06:35:20,11,7425,20,0,6692,12,0
2021-03-24,06:35:27,11,7432,21,0,6701,12,0
2021-03-24,06:35:35,4,7438,21,0,6710,12,0
2021-03-24,06:35:43,5,7444,21,0,6717,12,0
2021-03-24,06:35:50,9,7449,21,0,6721,12,0
2021-03-24,06:35:58,7,7457,21,0,6726,12,0
2021-03-24,06:36:05,6,7466,21,0,6731,12,0
2021-03-24,06:36:13,9,7472,21,0,6737,12,0
2021-03-24,06:36:20,5,7475,21,0,6746,12,0
2021-03-24,06:36:28,6,7481,21,0,6748,12,0
2021-03-24,06:36:35,11,7484,21,0,6754,12,0
2021-03-24,06:36:43,9,7496,21,0,6756,12,0
2021-03-24,06:36:51,9,7506,21,0,6762,12,0
2021-03-24,06:36:59,13,7511,21,0,6770,12,0
2021-03-24,06:37:06,13,7519,21,0,6775,12,0
2021-03-24,06:37:14,9,7526,22,0,6780,12,0
2021-03-24,06:37:21,11,7541,22,0,6787,12,0
2021-03-24,06:37:29,5,7545,22,0,6797,12,0
2021-03-24,06:37:37,7,7556,22,0,6802,12,0
2021-03-24,06:37:44,8,7562,22,0,6807,12,0
2021-03-24,06:37:52,12,7567,22,0,6814,12,0
2021-03-24,06:37:59,6,7572,22,0,6829,12,0
2021-03-24,06:38:07,3,7582,22,0,6833,12,0
2021-03-24,06:38:15,2,7591,22,0,6836,12,0
2021-03-24,06:38:23,15,7595,22,0,6840,12,0
2021-03-24,06:38:31,11,7612,22,0,6851,12,0
2021-03-24,06:38:41,16,7619,22,0,6859,12,0
2021-03-24,06:38:49,10,7626,22,0,6866,12,0
2021-03-24,06:38:56,9,7631,22,0,6874,12,0
2021-03-24,06:39:04,6,7641,22,0,6879,12,0
2021-03-24,06:39:11,9,7650,22,0,6884,12,0
2021-03-24,06:39:19,2,7654,22,0,6895,12,0
2021-03-24,06:39:26,8,7663,22,0,6898,12,0
2021-03-24,06:39:34,10,7670,22,0,6903,12,0
2021-03-24,06:39:42,8,7679,22,0,6909,12,0
2021-03-24,06:39:49,7,7689,22,0,6912,12,0
2021-03-24,06:39:57,9,7697,22,0,6918,12,0
2021-03-24,06:40:05,9,7706,22,0,6926,12,0
2021-03-24,06:40:12,7,7714,22,0,6933,12,0
2021-03-24,06:40:21,10,7727,22,0,6939,12,0
2021-03-24,06:40:29,15,7741,22,0,6944,12,0
2021-03-24,06:40:36,13,7751,22,0,6956,12,0
2021-03-24,06:40:44,7,7762,22,0,6968,12,0
2021-03-24,06:40:52,12,7772,22,0,6975,12,0
2021-03-24,06:41:00,16,7784,22,0,6981,12,0
2021-03-24,06:41:07,9,7788,22,0,6990,12,0
2021-03-24,06:41:15,12,7800,22,0,6999,12,0
2021-03-24,06:41:23,12,7805,22,0,7010,12,0
2021-03-24,06:41:30,9,7816,22,0,7016,12,0
2021-03-24,06:41:39,11,7829,22,0,7026,12,0
2021-03-24,06:41:47,5,7839,22,0,7037,12,0
2021-03-24,06:41:55,9,7845,22,0,7045,12,0
2021-03-24,06:42:03,15,7854,22,0,7050,12,0
2021-03-24,06:42:11,6,7865,22,0,7061,12,0
2021-03-24,06:42:18,8,7874,22,0,7068,12,0
2021-03-24,06:42:26,10,7885,22,0,7073,12,0
2021-03-24,06:42:34,13,7896,22,0,7078,12,0
2021-03-24,06:42:41,11,7906,22,0,7087,12,0
2021-03-24,06:42:49,11,7922,22,0,7095,12,0
2021-03-24,06:42:57,17,7933,22,0,7112,12,0
2021-03-24,06:43:05,16,7947,22,0,7117,13,0
2021-03-24,06:43:13,9,7959,22,0,7128,13,0
2021-03-24,06:43:20,6,7966,22,0,7132,13,0
2021-03-24,06:43:28,9,7978,22,0,7135,13,0
2021-03-24,06:43:36,14,7985,22,0,7145,13,0
2021-03-24,06:43:45,7,7998,22,0,7157,13,0
2021-03-24,06:43:53,8,8008,22,0,7168,13,0
2021-03-24,06:44:01,7,8016,22,0,7177,13,0
2021-03-24,06:44:09,9,8028,22,0,7180,13,0
2021-03-24,06:44:16,9,8037,22,0,7192,13,0
2021-03-24,06:44:24,11,8045,22,0,7193,13,0
2021-03-24,06:44:32,16,8052,22,0,7202,13,0
2021-03-24,06:44:40,10,8060,22,0,7208,13,0
2021-03-24,06:44:48,9,8072,22,0,7217,13,0
2021-03-24,06:44:55,12,8080,22,0,7223,13,0
2021-03-24,06:45:03,17,8087,22,0,7234,13,0
2021-03-24,06:45:11,12,8101,22,0,7240,13,0
2021-03-24,06:45:19,13,8111,22,0,7250,13,0
2021-03-24,06:45:27,9,8117,22,0,7258,13,0
2021-03-24,06:45:35,9,8128,22,0,7264,13,0
2021-03-24,06:45:42,10,8134,22,0,7275,14,0
2021-03-24,06:45:50,11,8144,22,0,7285,14,0
2021-03-24,06:45:58,5,8154,22,0,7292,14,0
2021-03-24,06:46:06,16,8162,22,0,7303,14,0
2021-03-24,06:46:14,8,8168,22,0,7306,14,0
2021-03-24,06:46:22,20,8172,22,0,7313,14,0
2021-03-24,06:46:29,7,8181,22,0,7321,14,0
2021-03-24,06:46:37,18,8187,22,0,7331,14,0
2021-03-24,06:46:45,12,8195,22,0,7338,14,0
2021-03-24,06:46:53,13,8207,22,0,7347,14,0
2021-03-24,06:47:01,8,8214,22,0,7357,14,0
2021-03-24,06:47:08,16,8225,22,0,7364,14,0
2021-03-24,06:47:16,9,8231,22,0,7376,14,0
2021-03-24,06:47:24,2,8242,22,0,7386,14,0
2021-03-24,06:47:32,11,8251,22,0,7391,14,0
2021-03-24,06:47:40,7,8263,22,0,7402,14,0
